s.no,timestamp,ax(g),ay(g),az(g),gx(dps),gy(dps),gz(dps)
1647,2026-03-08_08:44:43.452,-1.082018,0.175985,-0.221613,4.6025,-2.205,-3.35125
1648,2026-03-08_08:44:43.554,-1.264957,0.327387,-0.212829,-10.77125,-6.25625,-1.18125
1649,2026-03-08_08:44:43.655,-0.725412,0.087596,0.32086,-0.70875,-3.01875,-0.455
1650,2026-03-08_08:44:43.758,-0.955809,-0.063257,0.240218,-0.06125,-5.075,0.28875
1651,2026-03-08_08:44:43.859,-1.05713,0.062464,0.116571,-9.135,-1.75875,-3.92875
1652,2026-03-08_08:44:43.961,-1.101599,0.251625,-0.072346,-4.97875,0.81375,-2.58125
1653,2026-03-08_08:44:44.063,-0.94428,0.323849,-0.028609,-5.15375,-1.68,0.525
1654,2026-03-08_08:44:44.164,-1.073417,0.160003,0.481046,9.58125,0.5425,0.2975
1655,2026-03-08_08:44:44.267,-1.0614,0.011712,0.09272,7.175,3.0625,-2.91375
1656,2026-03-08_08:44:44.369,-0.952942,0.132736,-0.168909,2.86125,-4.025,-2.21375
1657,2026-03-08_08:44:44.470,-1.073722,0.148413,0.0732,3.85875,-0.7875,0.35
1658,2026-03-08_08:44:44.572,-0.957517,0.161467,0.308477,-4.7075,-2.65125,-0.56
1659,2026-03-08_08:44:44.674,-0.927932,0.150975,-0.104188,-0.84,-2.63375,-3.01875
1660,2026-03-08_08:44:44.776,-0.984052,0.137372,0.050508,16.05625,0.04375,-2.73
1661,2026-03-08_08:44:44.878,-0.964532,0.091195,0.05307,-9.7125,-3.07125,-4.22625
1662,2026-03-08_08:44:44.981,-1.006378,-0.026474,0.374967,3.325,-0.00875,-0.23625
1663,2026-03-08_08:44:45.082,-1.182119,-0.067771,-0.01342,7.7,-3.29,2.0125
1664,2026-03-08_08:44:45.184,-1.225124,-0.084485,0.024766,-11.2175,0.1925,1.89875
1665,2026-03-08_08:44:45.285,-1.110444,0.051972,-0.238327,7.7,-1.9775,2.8525
1666,2026-03-08_08:44:45.387,-0.839726,0.044225,-0.263703,5.5125,-1.86375,-4.0425
1667,2026-03-08_08:44:45.489,-0.866017,-0.03843,-0.055815,-3.78875,-0.9975,-5.85375
1668,2026-03-08_08:44:45.591,-1.02297,-0.094245,-0.214049,7.805,-1.61,-1.68875
1669,2026-03-08_08:44:45.695,-1.178337,-0.165066,-0.118279,-2.9575,-2.8525,0.51625
1670,2026-03-08_08:44:45.806,-1.089338,-0.072468,-0.078202,3.4475,-1.8725,0.39375
1671,2026-03-08_08:44:45.909,-1.120875,-0.19093,0.168726,8.9775,1.365,-2.17875
1672,2026-03-08_08:44:46.011,-1.062315,-0.146278,0.023668,6.39625,-1.86375,-4.52375
1673,2026-03-08_08:44:46.113,-0.85217,-0.044713,-0.277489,-0.20125,-1.2075,-0.83125
1674,2026-03-08_08:44:46.214,-1.07787,-0.180865,0.192638,-10.22875,-0.735,4.13
1675,2026-03-08_08:44:46.316,-1.159183,-0.264496,0.03904,10.66625,-5.95875,0.21875
1676,2026-03-08_08:44:46.417,-0.946842,-0.157441,0.092415,0.30625,-2.1175,-1.30375
1677,2026-03-08_08:44:46.519,-0.836188,-0.139873,0.259067,4.2175,-2.44125,-3.78
1678,2026-03-08_08:44:46.622,-0.782874,0.007381,-0.266814,-13.2125,-1.04125,-7.51625
1679,2026-03-08_08:44:46.723,-0.977769,-0.202825,-0.075762,-0.02625,-2.09125,-6.64125
1680,2026-03-08_08:44:46.825,-1.293688,-0.158051,-0.188856,-3.00125,-1.19875,-0.0875
1681,2026-03-08_08:44:46.926,-1.278438,-0.084424,-0.229726,7.00875,-0.88375,3.1325
1682,2026-03-08_08:44:47.028,-0.999668,-0.445361,0.3782,6.20375,-3.8325,-6.34375
1683,2026-03-08_08:44:47.130,-1.084641,-0.053741,0.075579,4.0775,1.1375,-8.575
1684,2026-03-08_08:44:47.232,-0.837835,-0.289018,0.517219,13.79,-3.73625,1.09375
1685,2026-03-08_08:44:47.333,-0.960018,0.075518,0.05002,11.0775,-2.0825,6.51875
1686,2026-03-08_08:44:47.434,-0.831796,-0.215086,0.37271,5.48625,1.42625,0.46375
1687,2026-03-08_08:44:47.536,-0.956053,-0.136884,0.062891,5.3375,4.8475,-7.09625
1688,2026-03-08_08:44:47.637,-1.064511,-0.196176,-0.173972,6.72875,-0.07875,-3.70125
1689,2026-03-08_08:44:47.739,-0.890234,-0.062708,-0.10797,-0.42,0.56,1.5925
1690,2026-03-08_08:44:47.840,-1.124413,-0.117608,0.177388,2.6425,-3.03625,2.275
1691,2026-03-08_08:44:47.942,-1.03944,-0.058499,-0.16287,1.365,-2.73,-0.39375
1692,2026-03-08_08:44:48.044,-1.076467,-0.113887,0.068625,5.9675,-0.42,-0.91875
1693,2026-03-08_08:44:48.146,-0.962885,-0.062647,0.037698,2.555,2.49375,1.2775
1694,2026-03-08_08:44:48.248,-0.962275,-0.119926,0.079483,6.7025,-1.77625,0.385
1695,2026-03-08_08:44:48.350,-1.007171,-0.019398,0.133468,4.7075,1.1725,-1.33875
1696,2026-03-08_08:44:48.452,-1.016687,-0.162809,0.110349,7.14875,-2.03,-2.61625
1697,2026-03-08_08:44:48.554,-1.279048,-0.116571,-0.164029,1.365,-1.77625,2.1
1698,2026-03-08_08:44:48.656,-0.851194,0.004453,0.013664,8.0675,-4.305,1.1025
1699,2026-03-08_08:44:48.758,-1.353346,-0.155794,0.3294,-2.89625,-6.8775,2.8175
1700,2026-03-08_08:44:48.860,-0.996801,-0.110776,-0.302865,1.54,0.63,1.3125
1701,2026-03-08_08:44:48.962,-1.041148,-0.198555,-0.101992,6.86,-2.625,2.47625
1702,2026-03-08_08:44:49.064,-1.010892,0.258762,-0.203496,-17.202499,-0.07,-1.3475
1703,2026-03-08_08:44:49.165,-0.968253,-0.117547,-0.165188,4.7775,-2.0125,-1.96875
1704,2026-03-08_08:44:49.267,-1.018761,0.109617,-0.048556,-9.89625,2.275,-1.3475
1705,2026-03-08_08:44:49.370,-1.134234,-0.048373,-0.366122,-0.18375,-1.16375,-1.855
1706,2026-03-08_08:44:49.472,-0.941718,0.024583,0.148108,6.3,-2.94875,-2.52
1707,2026-03-08_08:44:49.574,-0.992836,-0.167201,0.010126,4.76,-1.65375,1.5225
1708,2026-03-08_08:44:49.675,-1.032791,0.05734,-0.085156,-9.2575,-3.33375,0.5425
1709,2026-03-08_08:44:49.777,-0.932568,-0.14701,-0.127307,0,-2.9225,-0.385
1710,2026-03-08_08:44:49.879,-0.951966,-0.088145,0.564982,12.7575,1.32125,-1.19
1711,2026-03-08_08:44:49.981,-0.964227,-0.265289,-0.092659,-3.85,-5.83625,-3.19375
1712,2026-03-08_08:44:50.082,-0.818864,-0.087047,-0.28975,-0.23625,-2.75625,-2.05625
1713,2026-03-08_08:44:50.183,-0.958737,-0.043981,0.111264,-1.785,-1.89875,-0.30625
1714,2026-03-08_08:44:50.284,-0.935679,-0.035746,-0.248209,3.75375,-0.245,-1.68875
1715,2026-03-08_08:44:50.386,-0.975878,-0.077592,0.22753,15.14625,-6.29125,-2.5025
1716,2026-03-08_08:44:50.488,-1.005341,-0.050081,-0.141093,-3.50875,3.29,-4.03375
1717,2026-03-08_08:44:50.590,-1.15778,0.077653,-0.027084,-6.16,-3.9375,-2.73
1718,2026-03-08_08:44:50.692,-1.237873,-0.195078,-0.035197,-9.38,-4.92625,0.42875
1719,2026-03-08_08:44:50.793,-0.983869,0.027572,-0.405955,6.92125,0.2625,3.78875
1720,2026-03-08_08:44:50.894,-1.113372,0.041724,0.011041,0.77875,2.2225,3.57
1721,2026-03-08_08:44:50.995,-0.913963,-0.156465,-0.160674,-4.6025,-6.15125,-4.99625
1722,2026-03-08_08:44:51.098,-1.069269,0.069296,-0.472811,-5.94125,-7.34125,-4.34
1723,2026-03-08_08:44:51.200,-0.996069,-0.19581,-0.055998,-12.48625,-4.68125,-2.9925
1724,2026-03-08_08:44:51.302,-0.968192,-0.14579,0.123525,-9.4325,1.77625,0.6825
1725,2026-03-08_08:44:51.403,-0.910364,-0.040748,-0.255285,0.13125,-0.41125,-0.105
1726,2026-03-08_08:44:51.504,-1.017114,-0.190747,-0.204716,1.95125,-4.59375,-3.47375
1727,2026-03-08_08:44:51.606,-0.961848,-0.094672,0.191845,1.995,-6.02,-4.90875
1728,2026-03-08_08:44:51.709,-1.09373,-0.287371,0.477386,7.32375,1.47875,-1.09375
1729,2026-03-08_08:44:51.810,-1.097329,-0.123586,-0.030073,-1.365,5.4775,1.84625
1730,2026-03-08_08:44:51.912,-1.077565,0.009699,-0.349225,-10.45625,-2.05625,1.47875
1731,2026-03-08_08:44:52.013,-1.122766,-0.146888,0.024522,0.7525,-7.72625,-1.4
1732,2026-03-08_08:44:52.114,-1.020042,0.001586,0.13786,-9.835,-2.10875,-0.8225
1733,2026-03-08_08:44:52.216,-1.031754,-0.08723,-0.14274,-9.45875,3.03625,-0.1225
1734,2026-03-08_08:44:52.319,-1.008025,-0.19215,0.025437,9.03875,0.595,3.38625
1735,2026-03-08_08:44:52.421,-0.933422,-0.014823,-0.306647,-9.19625,-0.20125,0.91875
1736,2026-03-08_08:44:52.522,-0.906338,0.167933,-0.383507,-8.77625,-4.75125,-1.93375
1737,2026-03-08_08:44:52.624,-0.913536,0.033794,-0.254675,-8.67125,-2.9575,-3.92875
1738,2026-03-08_08:44:52.726,-0.968253,-0.051606,-0.097234,-6.7725,-0.30625,-6.51
1739,2026-03-08_08:44:52.827,-1.039318,-0.061549,-0.177998,-2.4675,0.49875,-3.7625
1740,2026-03-08_08:44:52.928,-0.984418,-0.085583,-0.11956,-8.5925,-1.2075,3.52625
1741,2026-03-08_08:44:53.030,-1.079029,0.039162,-0.450363,-8.05875,-0.805,4.9525
1742,2026-03-08_08:44:53.131,-1.222745,0.268766,-0.447984,-19.967501,-2.30125,2.94
1743,2026-03-08_08:44:53.232,-1.02846,0.100955,-0.312137,-13.36125,-1.05875,-0.18375
1744,2026-03-08_08:44:53.334,-0.953857,0.07503,-0.295667,-12.78375,-1.56625,-1.6975
1745,2026-03-08_08:44:53.436,-1.075613,-0.027938,-0.019642,-14.35,-0.385,-5.285
1746,2026-03-08_08:44:53.538,-1.03761,-0.007808,-0.333121,-20.518749,-0.65625,-4.795
1747,2026-03-08_08:44:53.640,-1.030534,-0.014518,-0.522343,-24.158751,-1.46125,-0.63875
1748,2026-03-08_08:44:53.742,-1.019493,-0.036356,-0.479582,-19.748751,-3.84125,0.6825
1749,2026-03-08_08:44:53.843,-0.996435,-0.075396,-0.066124,-18.3225,-2.8,0.5775
1750,2026-03-08_08:44:53.945,-0.971059,0.005856,-0.143228,-19.50375,-3.43,-1.995
